compliance_id,veh_name,market_class,fueling_class,market_share_frac,credits_co2e_Mg_per_vehicle,target_co2e_Mg_per_vehicle,cert_co2e_Mg_per_vehicle,cert_co2e_grams_per_mile,cert_direct_co2e_grams_per_mile,cert_direct_kwh_per_mile,onroad_direct_co2e_grams_per_mile,onroad_direct_kwh_per_mile,new_vehicle_mfr_cost_dollars,new_vehicle_mfr_generalized_cost_dollars,battery_kwh,curbweight_lbs,rated_hp,footprint_ft2
Aston Martin Lagonda,composite vehicle (sedan_wagon.ICE.car.NO_ALT),sedan_wagon.ICE,ICE,1.0,-18.14424604075151,38.193600745300714,56.33784678605222,288.52142118389577,302.3214211838957,0.0,381.0990671954706,0.0,155359.43106170624,162611.50788230353,0.0,3731.9028870304023,506.63427507254175,48.304191311734066
Aston Martin Lagonda,composite vehicle (sedan_wagon.BEV.car.ALT),sedan_wagon.BEV,BEV,1.0,23.28597823653399,37.6571273142857,14.371149077751713,73.59855927232728,-5.0,0.26059992913453023,0.0,0.40551149008882575,260979.72004254954,265580.63349445944,109.72628595138116,4963.6475726594745,703.9877866115322,47.61904761904761
Aston Martin Lagonda,composite vehicle (sedan_wagon.BEV.car.ALT),sedan_wagon.BEV,BEV,1.0,26.79990057095282,41.478955199999994,14.679054629047176,75.17542726281944,-5.0,0.2633609245860474,0.0,0.4088734178070563,262609.03204830416,266267.9513929084,110.88881035201996,5144.753721176013,729.6738400167271,52.5
Aston Martin Lagonda,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,1.0,-19.088832788886748,37.6571273142857,56.74596010317245,290.6114803710487,304.4114803710487,0.0,369.66918834403793,0.0,244180.42933163248,251691.19318478627,0.0,3888.139406274304,551.4498389726646,47.61904761904761
Aston Martin Lagonda,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,1.0,-16.838681321856185,37.6571273142857,54.49580863614189,279.0878433102973,292.8878433102973,0.0,360.6467334990981,0.0,244409.499658569,251748.5718407686,0.0,3579.0791836822737,507.61622289752955,47.61904761904761
Aston Martin Lagonda,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,1.0,-10.6572272356658,37.6571273142857,48.3143545499515,247.43093734611347,261.2309373461135,0.0,349.2557029018394,0.0,245033.6430252247,252155.9510217625,0.0,3579.0791836822737,507.61622289752955,47.61904761904761
Aston Martin Lagonda,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,1.0,-7.2403457539416465,37.6571273142857,44.89747306822735,229.93215886301292,243.73215886301293,0.0,341.5947631631932,0.0,245575.14228475382,252551.6673910015,0.0,3579.0791836822737,507.61622289752955,47.61904761904761
Aston Martin Lagonda,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,1.0,-4.416380107523267,41.478955199999994,45.89533530752326,235.04248252377937,248.84248252377938,0.0,345.9352740607514,0.0,247079.2344549883,253162.1662918594,0.0,3747.4656466446186,531.4982595693419,52.5
Aston Martin Lagonda,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,1.0,-1.8722562513017564,41.478955199999994,43.35121145130175,222.01333298151093,235.81333298151094,0.0,330.97091711772543,0.0,248982.57685441468,254780.74634085476,0.384,3786.122573023742,536.9809219946001,52.5
BMW,composite vehicle (sedan_wagon.BEV.car.ALT),sedan_wagon.BEV,BEV,0.9999999999999998,26.335155487130248,36.35948151987102,10.024326032740772,51.337297365314505,-4.999999999999997,0.21755866600764984,0.0,0.33280601436988105,63134.804231073984,66975.58265839433,91.60364884532632,4704.02919216697,316.00435559305055,45.55904672248706
BMW,composite vehicle (sedan_wagon.BEV.car.ALT),sedan_wagon.BEV,BEV,0.9999999999999998,29.08072599467844,39.314048779496375,10.233322784817938,52.40762652008531,-4.999999999999997,0.2194327442093553,0.0,0.3351224577834832,64349.54161141762,67457.18917489442,92.39273440393909,4846.4319257281,325.1009864560136,49.34251135785569
BMW,composite vehicle (sedan_wagon.BEV.car.ALT),sedan_wagon.BEV,BEV,0.9999999999999998,29.183532461440283,39.43724244423404,10.253709982793755,52.5120349004105,-4.999999999999997,0.2196155566355801,0.0,0.3353484110459746,64474.758037663145,67504.44688906665,92.46970805708638,4862.709729570262,326.14878788027585,49.743796511383046
BMW,composite vehicle (sedan_wagon.BEV.car.ALT),sedan_wagon.BEV,BEV,0.9999999999999998,29.65269990822019,39.50642759933116,9.853727691110956,50.463616903837675,-4.999999999999997,0.21602890714719888,0.0,0.3309170552323941,64940.31163606698,67856.18438224035,90.95953985145215,4583.818307862035,308.1068927980231,50.087505924944
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,-8.002828382000208,36.35948151987102,44.362309901871214,227.1914428766758,240.99144287667585,0.0,311.44699877428445,0.0,48248.25075313816,54630.482755533994,0.0,3609.0892629876703,242.91205264608465,45.55904672248706
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,-7.9321663779997555,36.35948151987102,44.29164789787076,226.82956355432015,240.62956355432019,0.0,311.2213345104998,0.0,48252.54865147093,54630.48640410994,0.0,3609.0892629876703,242.91205264608465,45.55904672248706
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,-7.27548694355172,36.35948151987102,43.63496846342273,223.46652974138976,237.2665297413898,0.0,309.07453944441664,0.0,48293.51812763127,54630.60371326844,0.0,3609.0892629876703,242.91205264608465,45.55904672248706
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,-7.2112045963504885,36.35948151987102,43.5706861162215,223.13732237494622,236.93732237494626,0.0,308.87362401900486,0.0,48297.4079821769,54630.6702729678,0.0,3609.0892629876703,242.91205264608465,45.55904672248706
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,-6.176875617586658,36.35948151987102,42.53635713745768,217.84024263283388,231.6402426328339,0.0,305.51327995004596,0.0,48365.48852831536,54634.805573815946,0.0,3609.0892629876703,242.91205264608465,45.55904672248706
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,-5.622138750694902,36.35948151987102,41.981620270565934,214.99928440760158,228.79928440760162,0.0,303.68588008148095,0.0,48405.76683264253,54640.309601925874,0.0,3609.0892629876703,242.91205264608465,45.55904672248706
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,-5.116492444197449,36.35948151987102,41.47597396406847,212.40973228075052,226.20973228075053,0.0,299.7989991227363,0.0,48488.69546325315,54649.273319652384,0.0,3583.2409540835815,241.2481982866701,45.55904672248706
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,-4.91060106354729,36.35948151987102,41.2700825834183,211.35530657683088,225.15530657683084,0.0,298.8959630030281,0.0,48515.22380971288,54658.61745372322,0.0,3582.2210465558583,241.2035717512173,45.55904672248706
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,-0.8635663387805546,36.35948151987102,37.22304785865156,190.62934211452992,204.42934211452996,0.0,281.6954558779283,0.0,49120.18613867156,54936.2648932952,0.0,3568.9363491836607,240.67790061341185,45.55904672248706
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,4.7479756856042705,39.314048779496375,34.56607309389211,177.0222524064451,190.82225240644513,0.0,274.50473780040994,0.0,51206.38756084437,56128.93852212922,0.0,3459.365984452293,232.662024418108,49.34251135785569
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,7.576733641838258,39.31568700330992,31.738953361471665,162.54380408816607,176.343804088166,0.0,261.52487237332616,0.0,53246.83388011108,57921.086296442176,0.45737566445598854,3508.01588527125,235.7425425382781,49.34901049039487
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,7.819063140147469,39.43888066804758,31.61981752790012,161.9336771135494,175.73367711354936,0.0,260.20339847255076,0.0,53672.36016184715,58241.20872589863,0.509606023889459,3537.4967454504895,237.58371010172866,49.75029564392222
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,8.294157125051864,39.463345009134834,31.169187884082977,159.62588026509223,173.42588026509225,0.0,252.77513884965825,0.0,54841.684425425155,59247.99213058658,0.7389747705763038,3544.4122063496693,238.0479316942005,49.856224272073995
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,8.849683620946907,39.50642759933116,30.656743978384235,157.00151578572724,170.80151578572725,0.0,250.07914239548347,0.0,57569.85839089534,61878.60663966401,0.844161356439601,3552.407526836286,238.68932132943104,50.087505924944
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,8.85196741171136,39.50642759933116,30.654460187619783,156.9898198726841,170.78981987268412,0.0,249.96000793557457,0.0,57618.87599351622,61925.35718804727,0.84843270212875,3552.407526836286,238.68932132943104,50.087505924944
BMW,composite vehicle (sedan_wagon.ICE.car.ALT),sedan_wagon.ICE,ICE,0.9999999999999998,8.852669924696974,39.50642759933116,30.653757674634168,156.98622211280204,170.78622211280202,0.0,249.96541286376086,0.0,57676.38163558003,61982.96568251295,0.84843270212875,3552.407526836286,238.68932132943104,50.087505924944
BMW,composite vehicle (sedan_wagon.ICE.car.NO_ALT),sedan_wagon.ICE,ICE,1.0000000000000002,-7.544877200419209,36.81333145096313,44.35820865138235,227.1704392585543,240.9704392585543,0.0,340.0967710786266,0.0,59093.468688995454,65565.29746687657,0.0,3843.098969019383,321.26056342601544,46.578623991246324
BMW,composite vehicle (cuv_suv_van.ICE.truck.NO_ALT),cuv_suv_van.ICE,ICE,1.0,4.392949185970598,59.53629331355546,55.14334412758486,244.14293550388444,261.3429355038844,0.0,387.73649675769474,0.0,57505.89320648239,64884.27615905419,0.0,4611.7064883249395,313.8455670743672,52.29592599397516
BMW,composite vehicle (sedan_wagon.BEV.car.NO_ALT),sedan_wagon.BEV,BEV,1.0,24.672885910650137,32.799920949921365,8.12703503927123,41.62075466686757,-5.0,0.19185706877435071,0.0,0.30071724107243886,49990.31653724579,53463.26643977342,80.78192369446346,3298.0236057293087,210.6556616220585,41.41578737869529
BMW,composite vehicle (sedan_wagon.BEV.car.NO_ALT),sedan_wagon.BEV,BEV,1.0,27.79230428133473,36.12388518328831,8.331580901953577,42.66828960767769,-5.0,0.193691235758728,0.0,0.30295197413872854,51362.513606679866,54009.17080171163,81.55420452999073,3475.200972064149,221.97256525636894,45.66090558501156
BMW,composite vehicle (sedan_wagon.BEV.car.NO_ALT),sedan_wagon.BEV,BEV,1.0,28.135339773122134,36.12388518328831,7.988545410166176,40.91151164662291,-5.0,0.1906152294036976,0.0,0.2992191741097975,51773.09294279584,54381.78138374933,80.25904395945162,3174.535629944638,202.76807670723312,45.66090558501156
BMW,composite vehicle (cuv_suv_van.BEV.car.ALT),cuv_suv_van.BEV,BEV,1.0,20.511493373815945,44.129664,23.618170626184053,120.95506916883836,-5.0,0.3550401788798816,0.0,0.5429639362422877,364249.1987548976,370341.5644013199,149.49060163363436,7806.041043700688,708.8388883231431,56.952380952380956
BMW,composite vehicle (cuv_suv_van.BEV.car.ALT),cuv_suv_van.BEV,BEV,1.0,21.412810810399595,44.129664,22.716853189600403,116.3391776753544,-5.0,0.3469580467705043,0.0,0.5334392829800438,364587.691748824,370583.1759082682,146.08759864021235,7379.6781238292315,670.1223844702996,56.952380952380956
